	DocumentID	Content
24	D30	deepwater drilling is the process of oil and gas exploration and production in depths of more than 500 feet by this definition there are approximately 600 deepwater wells in the gulf of mexico it has been economically infeasible for many years but with rising oil prices more companies are investing in this area major companies working in this sector include diamond offshore transocean and baker hughes there are basically two kinds of mobile deepwater drilling rigs semisubmersible drilling rigs and drillships drilling can also be performed from a fixedposition installation such as a floating spar platform or tensionleg platform recent industry analysis has estimated that the total expenditure in the global deepwater infrastructure market will reach 145bn in 2011 “not all oil is accessible on land or in shallow water you can find some oil deposits buried deep under the ocean floor” using sonic equipment oil companies determine the drilling sites most likely to produce oil then they use a mobile offshore drilling unit modu to dig the initial well some units are converted into production rigs meaning they switch from drilling for oil to capturing oil once its found most of the time the oil company will replace the modu with a more permanent oil production rig to capture oil” the modus job is to drill down into the oceans floor to find oil deposits the part of the drill that extends below the deck and through the water is called the riser the riser allows for drilling fluids to move between the floor and the rig engineers lower a drill string a series of pipes designed to drill down to the oil deposit through the riser” “the expansion of deepwater drilling is happening despite accidents in offshore fields” in 2010 a large explosion occurred killing 11 workers and spilling millions of gallons of oil into the gulf of mexico while a bp oil rig was drilling in deep waters “despite the risks the deepwater drilling trend is spreading in the mediterranean and off the coast of east africa after a string of huge discoveries of natural gas” “the reason for the resumption of such drilling analyst say is continuing high demand for energy worldwide” america needs the oil so it is almost necessary to face the high risks that come with deepwater drilling in order for americans to continue to carry on their everyday lives “the energy department recently projected that gulf oil production would expand from its 2011 level of 13 million barrels a day still nearly a quarter of total domestic production to 2 million barrels a day by 2020” deepwater drilling affects the environment in both negative and positive ways although deepwater drilling rarely causes oil spills it is still a hazardous possible outcome oil spills result in oil sinking to the bottom of the ocean smothering plant life leaving fish without food and shelter to survive on the other hand deepwater drilling effects the environment in a positive ways too in time once the deepwater oil well is not in use anymore plants will grow on and around the well making a cave or cavern like shelter ideal for animals to thrive in deepwater drilling also lets us see the depths of the ocean floor that are hardly ever seen ”cameras on rovers at the bottom of the wells record footage and take photos of rare fish that are in there natural habitat giving scientist a look at animals they rarely seen”chevron corporation
25	D31	monica samille lewinsky born july 23 1973 is an american woman with whom united states president bill clinton admitted to having had an improper relationship while she worked at the white house in 1995 and 1996 the affair and its repercussions which included clintons impeachment became known as the lewinsky scandal monica samille lewinsky born july 23 1973 is an american woman with whom united states president bill clinton admitted to having had an improper relationship while she worked at the white house in 1995 and 1996 the affair and its repercussions which included clintons impeachment became known as the lewinsky scandal
26	D32	francis albert frank sinatra december 12 1915 – may 14 1998 was an american singer and film actor beginning his musical career in the swing era with harry james and tommy dorsey sinatra found unprecedented success as a solo artist from the early to mid1940s after being signed to columbia records in 1943 being the idol of the bobby soxers he released his first album the voice of frank sinatra in 1946 his professional career had stalled by the 1950s but it was reborn in 1953 after he won the academy award for best supporting actor for his performance in from here to eternity he signed with capitol records in 1953 and released several critically lauded albums such as in the wee small hours songs for swingin lovers come fly with me only the lonely and nice n easy sinatra left capitol to found his own record label reprise records in 1961 finding success with albums such as ringadingding sinatra at the sands and francis albert sinatra antonio carlos jobim toured internationally was a founding member of the rat pack and fraternized with celebrities and statesmen including john f kennedy sinatra turned 50 in 1965 recorded the retrospective september of my years starred in the emmy winning television special frank sinatra a man and his music and scored hits with strangers in the night and my way with sales of his music dwindling and after appearing in several poorly received films sinatra retired for the first time in 1971 two years later however he came out of retirement and in 1973 recorded several albums scoring a top 40 hit with theme from new york new york in 1980 using his las vegas shows as a home base he toured both within the united states and internationally until a short time before his death in 1998 sinatra also forged a highly successful career as a film actor after winning best supporting actor in 1953 he also garnered a nomination for best actor for the man with the golden arm and critical acclaim for his performance in the manchurian candidate he also starred in such musicals as high society pal joey guys and dolls and on the town sinatra was honored at the kennedy center honors in 1983 and was awarded the presidential medal of freedom by ronald reagan in 1985 and the congressional gold medal in 1997 he was the recipient of eleven grammy awards including the grammy trustees award grammy legend award and the grammy lifetime achievement award sinatra is also one of world’s bestselling artists of all time having sold more than 150 million copies worldwide francis albert frank sinatra december 12 1915 – may 14 1998 was an american singer and film actor beginning his musical career in the swing era with harry james and tommy dorsey sinatra found unprecedented success as a solo artist from the early to mid1940s after being signed to columbia records in 1943 being the idol of the bobby soxers he released his first album the voice of frank sinatra in 1946 his professional career had stalled by the 1950s but it was reborn in 1953 after he won the academy award for best supporting actor for his performance in from here to eternity he signed with capitol records in 1953 and released several critically lauded albums such as in the wee small hours songs for swingin lovers come fly with me only the lonely and nice n easy sinatra left capitol to found his own record label reprise records in 1961 finding success with albums such as ringadingding sinatra at the sands and francis albert sinatra antonio carlos jobim toured internationally was a founding member of the rat pack and fraternized with celebrities and statesmen including john f kennedy sinatra turned 50 in 1965 recorded the retrospective september of my years starred in the emmy winning television special frank sinatra a man and his music and scored hits with strangers in the night and my way with sales of his music dwindling and after appearing in several poorly received films sinatra retired for the first time in 1971 two years later however he came out of retirement and in 1973 recorded several albums scoring a top 40 hit with theme from new york new york in 1980 using his las vegas shows as a home base he toured both within the united states and internationally until a short time before his death in 1998 sinatra also forged a highly successful career as a film actor after winning best supporting actor in 1953 he also garnered a nomination for best actor for the man with the golden arm and critical acclaim for his performance in the manchurian candidate he also starred in such musicals as high society pal joey guys and dolls and on the town sinatra was honored at the kennedy center honors in 1983 and was awarded the presidential medal of freedom by ronald reagan in 1985 and the congressional gold medal in 1997 he was the recipient of eleven grammy awards including the grammy trustees award grammy legend award and the grammy lifetime achievement award sinatra is also one of world’s bestselling artists of all time having sold more than 150 million copies worldwide
27	D34	typical cornhole board cornhole also known as bean bag toss corn toss baggo or bags is a lawn game in which players take turns throwing corn hole bags at a raised platform with a hole in the far end a bag in the hole scores 3 points while one on the platform scores 1 point play continues until a team or player reaches the score of 21
28	D35	the american gold eagle is an official gold bullion coin of the united states authorized under the gold bullion coin act of 1985 it was first released by the united states mint in 1986
29	D36	bikram yoga is a system of yoga that bikram choudhury synthesized from traditional hatha yoga techniques and popularized beginning in the early 1970s all bikram yoga classes run for 90 minutes and consist of the same series of 26 postures and 2 breathing exercises bikram yoga is ideally practiced in a room heated to 105°f ≈ 406°c with a humidity of 40
30	D37	christopher michael massey born 26 january 1990 is an american actor comedian and rapper best known for starring as michael barret in nickelodeon television series zoey 101 massey has received many awards and nomination including a young artist award and emmy awards nominations he is also known for appearing in several commercials in the early 2000s
31	D38	a conventional teaspoon made of stainless steel a teaspoon is an item of cutlery andor a measuring instrument as well as a unit of measurement of volume in some countries and customs
32	D39	a fern is any one or more of a group of about 12000 species of plants belonging to the botanical group known as pteridophyta unlike mosses they have xylem and phloem making them vascular plants they have stems leaves and roots like other vascular plants ferns reproduce via spores and have neither seeds nor flowers by far the largest group of ferns is the leptosporangiate ferns but ferns as defined here also called monilophytes include horsetails whisk ferns marattioid ferns and ophioglossoid ferns the term pteridophyte also refers to ferns and a few other seedless vascular plants see classification section below ferns first appear in the fossil record 360 million years ago in the carboniferous but many of the current families and species did not appear until roughly 145 million years ago in the early cretaceous after flowering plants came to dominate many environments ferns are not of major economic importance but some are grown or gathered for food as ornamental plants for remediating contaminated soils and have been the subject of research for their ability to remove some chemical pollutants from the air some are significant weeds they also play a role in mythology medicine and art
33	D40	flat roofs in israel flat roof in los angeles a flat roof is a type of covering for a building in contrast to the more sloped form of roof a flat roof is horizontal or nearly horizontal the slope of a roof is properly known as its pitch roofs which are nearly flat are known as lowpitch roofs as the angle of slope increases so the pitch is said to increase any sheet of material used to cover a flat or lowpitched roof is usually known as a membrane and the primary purpose of these membranes is to waterproof the roof area materials that cover flat roofs typically allow the water to run off from a slight inclination or camber into a gutter system water from some flat roofs such as on garden sheds sometimes flows freely off the edge of a roof though gutter systems are of advantage in keeping both walls and foundations dry gutters on smaller roofs often lead water directly onto the ground or better into a specially made soakaway gutters on larger roofs usually lead water into the rainwater drainage system of any built up area occasionally flat roofs though are designed to collect water in a pool usually for aesthetic purposes or for rainwater buffering flat roofs exist all over the world and each area has its own tradition or preference for materials used in warmer climes where rainfall is less and freezing is unlikely to occur many flat roofs are simply built of masonry or concrete and this is good at keeping out the heat of the sun and cheap and easy to build where timber is not readily available in areas where the roof could become saturated by rain and leak or where water soaked into the brickwork could freeze to ice and thus lead to blowing breaking up of the mortarbrickworkconcrete by the expansion of ice as it forms these roofs are not suitable traditionally most flat roofs in the western world make use of tar or more usually tar paper applied over roof decking to keep a building watertight the tar or tarpaper is in turn covered in gravel to keep the suns heat uv rays and weather off it and helps protect it from cracking or blistering and degradation roof decking is usually of plywood chipboard or osb boards osb oriented strand board also known as sterling board of around 18mm thickness the tar coating is applied in one or more coats as a hot liquid heated in a tar kettle or as sheets of tar impregnated paper glued down and sealed together at joints by hot tar once it has cooled the gravel is spread evenly over it a main reason for failure of these traditional roofs is ignorance or lack of maintenance where people or events cause the gravel to be moved or removed from the tar or tarpaper waterproofing thus exposing it to weather and sun whereupon cracking and blistering occurs over time and eventually water gets in tarpaper is usually a paper or fibre material soaked or impregnated in tar as gravel cannot protect tarpaper surfaces where they rise vertically from the roof such as on parapet walls or upstands tarpaper variants are produced with fine gravel applied to the hot tar during the process of manufacture such that a permanent layer of gravel is stuck to it in order to give it ongoing protection tarpapers vary in quality as does the workmanship and training of those applying it to produce more or less successful results in some micro climates or shaded areas these rather basic tarpaper roofs can last well in relation to the cost of materials purchase and cost of laying them however the cost of modern membranes such as epdm has come down over recent years to make them more and more affordable there are now more firms supplying modern alternatives and there is generally a growing awareness of their performance and availability if a leak does occur on a flat roof then damage often goes unnoticed for long periods of time during which water penetrates and soaks the decking and any insulation andor structure beneath it this can lead to expensive damage from the rot which often develops and if left can weaken the roof structure there are also various health risks to people and animals breathing the mould spores the severity of this health risk remains a debated point one problem with maintaining flat roofs is that if water does penetrate the barrier covering be it traditional or a modern membrane it can travel a long way before causing visible damage or leaking into a building where it can be seen thus it is not easy to see where it is leaking in order to repair it once underlying roof decking is soaked it often sags causing a further collection or puddling of water in that area and the problem worsens
